tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-10-12 16:05:50,sebelum,pengamanan susah bohong ragu rekayasa lalu lintas kecewa berat rute perwakilan pesimis omong kosong jadwal acara,negatif,37,13,galih2277
2024-10-12 16:17:57,sebelum,keterangan rangkaian laporan cawe cawe siaran langsung konferensi pers kemunduran demokrasi etika politik batas usia susunan acara,netral,7,3,sari24854
2024-10-12 16:21:23,sebelum,kerja nyata amanah gagah pasukan pengamanan undangan sejarah baru pengamanan protokol doa selamat pakaian adat,positif,7,3,dimasnesia
2024-10-12 16:37:12,sebelum,harap haru sejarah baru transisi mantap gagah solo jokowi,positif,4,2,nandawati3003
2024-10-12 16:38:55,sebelum,panitia jokowi salut sejarah baru rute senayan megah gagah kesiapan kerja nyata,positif,2,0,arif
2024-10-12 16:39:51,sebelum,dokumentasi oligarki dinasti politik keterangan berlangsung rangkaian susunan acara,netral,20,2,redaksinusantara
2024-10-12 16:46:15,sebelum,tercatat konferensi pers utang negara agenda pemborosan subsidi periode disiarkan biaya negara keterangan data purna tugas menurut,netral,179,23,harian24jam
2024-10-12 16:56:12,sebelum,pajak patut ditiru susah nepotisme muak subsidi boros korupsi,negatif,20,5,eko_jkt233
2024-10-12 16:59:35,sebelum,doa harap pasukan pengamanan undangan haru demokrasi apresiasi rakyat sejahtera damai patut ditiru selamat,positif,25,3,sari2024
2024-10-12 17:02:53,sebelum,gagal janji kampanye harap program unggulan mantap bersatu semangat berani realisasi program,positif,2,3,rizky6343
2024-10-12 17:06:02,sebelum,apresiasi megah bangga bersatu asal bapak senang dinasti politik doa nepotisme legowo cawe cawe harap kedaulatan energi etika politik,positif,3,3,fitriku4309
2024-10-12 17:13:44,sebelum,sejarah baru panitia sukses persiapan senayan apresiasi percaya selamat haru hormat mpr,positif,9,1,intanwati193
2024-10-12 17:14:07,sebelum,sejarah baru solid bangga realisasi program geladi optimis wibawa gladi bersih dukung rakyat sejahtera haru,positif,5,1,fitriwati
2024-10-12 17:23:30,sebelum,kecewa swasembada pangan bohong tolak sindir kedaulatan energi khawatir makan bergizi gratis protes basi,negatif,16,7,putri_ind
2024-10-12 17:25:19,sebelum,pamit laporan akhir jabatan menurut periode dokumentasi transisi berlangsung,netral,161,48,redaksinow
2024-10-12 17:27:18,sebelum,pesimis mahal tolak kritik pencitraan janji manis kesiapan geladi elit gladi bersih undangan kecewa berat,negatif,2091,750,andi_ind6174
2024-10-12 17:28:11,sebelum,senayan sindir asal bapak senang muak kesiapan rakyat susah,negatif,51,18,andiwati
2024-10-12 17:40:18,sebelum,makan bergizi gratis berani legowo haru bersatu bangga amanah janji kampanye hilirisasi,positif,1,1,hesti241543
2024-10-12 17:43:51,sebelum,rakyat sejahtera solo gagah mantap warisan bersatu jokowi menteri,positif,3,0,rizky8655
2024-10-12 17:46:17,sebelum,apresiasi susah pesimis korupsi demokrasi asal bapak senang sindir kritik mahkamah konstitusi,negatif,4,2,arif881217
2024-10-12 17:49:58,sebelum,muak putusan rakyat susah pencitraan khawatir oligarki elit mahkamah konstitusi tidak becus omong kosong dinasti politik,negatif,1312,223,arif776231
2024-10-12 17:50:28,sebelum,berani kabinet gemuk bagi bagi kursi sejarah baru harap optimis postur kabinet,positif,95,21,hesti_id4302
2024-10-12 17:51:39,sebelum,rakyat susah elit geladi jadwal acara dijadwalkan kecewa berat pamit omong kosong tolak,negatif,361,113,hestinesia1046
2024-10-12 17:51:59,sebelum,pamit estafet kepemimpinan hormat purna tugas sepuluh tahun rakyat sejahtera haru salut lancar apresiasi doa dukung,positif,5,3,umarputra
2024-10-12 18:04:09,sebelum,mpr kecewa rekayasa lalu lintas korupsi mahal senayan panitia tolak,negatif,44,11,laras_rl7024
2024-10-12 18:15:49,sebelum,protokol megah patut ditiru keterangan wibawa kerja nyata solid senayan mpr undangan berani,positif,10,3,ekoxyz2217
2024-10-12 18:19:13,sebelum,purna tugas bangga sukses damai legowo transisi warisan wibawa solid apresiasi sepuluh tahun,positif,396,106,suaranow
2024-10-12 18:29:05,sebelum,tercatat dilantik sidang paripurna mpr menyampaikan hadir keterangan berlangsung pasukan pengamanan,netral,4,2,dimas_real9273
2024-10-12 18:38:08,sebelum,haru rakyat sejahtera diplomatik bangga patut ditiru wibawa delegasi sukses,positif,106,26,umar
2024-10-12 18:41:55,sebelum,undangan protokol gagal senayan kecewa berat pesimis,negatif,25,7,dewinesia3680
2024-10-12 18:42:06,sebelum,pamit pendahulu laporan konferensi pers nepotisme berlangsung sepuluh tahun,netral,108,32,kabarterkini
2024-10-12 18:43:01,sebelum,agenda hadir laporan gladi bersih akhir jabatan menurut keterangan resmi konferensi pers warisan solo,netral,8,2,suaranusantara
2024-10-12 18:49:56,sebelum,rakyat susah tolak senayan pengamanan ragu rekayasa lalu lintas rute susah pencitraan kritik pesimis,negatif,31,9,rizky24
2024-10-12 18:51:58,sebelum,etika politik cawe cawe nepotisme oligarki mahal kecewa berat muak,negatif,25,6,tari247697
2024-10-12 18:55:01,sebelum,sidang paripurna tolak khawatir protokol janji manis protes pencitraan persiapan muak undangan,negatif,120,42,raka_id
2024-10-12 18:58:19,sebelum,pelantikanpresiden protokol legowo jadwal acara bersatu patut ditiru dukung selamat rute,positif,9,4,tari3298
2024-10-12 19:01:56,sebelum,janji manis tidak becus mahal investasi tegas asal bapak senang pemborosan korupsi subsidi beban fiskal,negatif,48,7,rizky24
2024-10-12 19:03:35,sebelum,semangat putusan damai optimis kerja nyata demokrasi percaya sukses rakyat sejahtera batas usia nepotisme megah,positif,75,17,budi7087
2024-10-12 19:05:49,sebelum,asal bapak senang basi menteri bohong kecewa pesimis titipan partai pencitraan,negatif,2,2,intan_id5295
2024-10-12 19:08:16,sebelum,jadwal acara indonesia emas lancar damai doa dinasti politik rakyat sejahtera tegas legowo etika politik nepotisme,positif,103,26,rizkynesia7781
2024-10-12 19:09:43,sebelum,periode selamat gladi bersih jadwal acara rute tegas haru protokol,positif,9,1,yuda2024
2024-10-12 19:19:53,sebelum,pengamanan semangat selamat bangga geladi haru pasukan pengamanan,positif,7,3,andi_ind6174
2024-10-12 19:22:20,sebelum,menyampaikan pendahulu dilantik konferensi pers warisan siaran langsung dijadwalkan hadir solo agenda periode,netral,10,3,nisaputra
2024-10-12 19:24:48,sebelum,persiapan pasukan pengamanan megah senayan harap jadwal acara utusan khusus janji manis berani sejarah baru indonesia emas,positif,53,7,maya_ind
2024-10-12 19:33:57,sebelum,program unggulan seratus hari kritik omong kosong makan bergizi gratis elit,negatif,23,5,galih_ind1338
2024-10-12 19:36:22,sebelum,korupsi nepotisme susah megah mahal kabinet merah putih kecewa berat muak etika politik kemunduran demokrasi,negatif,24,6,andi_rl1000
2024-10-12 19:37:32,sebelum,haru doa tolak lancar percaya protokol damai salut mantap gladi bersih,positif,4,2,dimas6944
2024-10-12 19:42:32,sebelum,dijadwalkan menurut batas usia data laporan agenda resmi dinasti politik putusan mahkamah konstitusi boros,netral,4263,1052,nisaku
2024-10-12 19:42:43,sebelum,tercatat harga pangan rakyat susah elit omong kosong pajak boros utang negara tidak becus ragu,negatif,1,3,hesti19901751
2024-10-12 19:48:34,sebelum,dokumentasi pengamanan panitia menyampaikan senayan keterangan,netral,50,5,arif9579
2024-10-12 19:48:42,sebelum,oligarki etika politik tolak titipan partai nepotisme pesimis tidak becus basi khawatir kecewa pencitraan demokrasi,negatif,24,7,fitri7999
2024-10-12 19:52:52,sebelum,kabinet merah putih bohong menteri asal bapak senang basi postur kabinet wakil menteri,negatif,0,0,tono19909801
2024-10-12 19:56:39,sebelum,kecewa berat transisi warisan basi pasukan pengamanan dokumentasi muak janji manis asal bapak senang boros purna tugas mahal,negatif,100,22,fitri_id4967
2024-10-12 19:57:30,sebelum,keterangan laporan data utang negara menyampaikan dokumentasi rupiah susunan acara efisiensi anggaran dilantik,netral,4,1,jurnalnow
2024-10-12 20:05:02,sebelum,dijadwalkan masa jabatan persiapan protokol berlangsung rangkaian kesiapan dokumentasi harga pangan geladi,netral,11,3,redaksiid
2024-10-12 20:10:33,sebelum,selamat realisasi program solid haru amanah senayan pengamanan mantap,positif,17,4,raka_id3219
2024-10-12 20:12:16,sebelum,indonesia emas haru putusan apresiasi rakyat sejahtera cawe cawe oligarki sejarah baru bersatu lancar dinasti politik,positif,37,5,citra249029
2024-10-12 20:14:56,sebelum,batas usia etika politik rangkaian data periode demokrasi keterangan nepotisme laporan,netral,48,9,sinta19902938
2024-10-12 20:21:33,sebelum,demokrasi bohong boros basi kemunduran demokrasi kritik asal bapak senang,negatif,372,107,dewi20247131
2024-10-12 20:28:29,sebelum,doa wibawa bangga rakyat sejahtera warisan amanah percaya jokowi tegas sukses,positif,5,1,bagas3002
2024-10-12 20:32:04,sebelum,sejarah baru sepuluh tahun mantap beban fiskal transisi purna tugas akhir jabatan dukung,positif,6,3,umar3645
2024-10-12 20:32:55,sebelum,sukses rekayasa lalu lintas basi sidang paripurna tidak becus elit panitia susah,negatif,412,68,hestinesia4044
2024-10-12 20:35:28,sebelum,kursi kekuasaan wakil menteri masa jabatan disiarkan data kabinet merah putih titipan partai,netral,8,3,nanda88
2024-10-12 20:39:55,sebelum,rute salut bangga dukung batas usia geladi doa apresiasi,positif,1,0,andi246947
2024-10-12 20:42:52,sebelum,purna tugas kritik akhir jabatan rakyat susah protes buang buang uang gagal jokowi solo,negatif,25,6,yuda19908112
2024-10-12 20:48:13,sebelum,dokumentasi etika politik batas usia korupsi ragu nepotisme putusan mahal,negatif,33,7,laraswati9171
2024-10-12 20:56:36,sebelum,beban fiskal konferensi pers biaya negara disiarkan menurut berlangsung laporan tercatat harga pangan investasi semangat,netral,29,6,jurnal24jam
2024-10-12 20:58:44,sebelum,amanah pamit solid damai percaya indonesia emas jokowi,positif,21,4,dimas77
2024-10-12 21:00:03,sebelum,putusan sejarah baru legowo dukung etika politik dinasti politik,positif,13,2,oki
2024-10-12 21:08:58,sebelum,pencitraan basi nepotisme muak mahal tolak asal bapak senang kedaulatan energi omong kosong kritik oligarki,negatif,80,19,bagas88
2024-10-12 21:16:25,sebelum,gagah doa lancar harap selamat damai hormat batas usia sukses rekayasa lalu lintas pengamanan undangan rute,positif,18,5,bagas2024741
2024-10-12 21:16:26,sebelum,amanah haru rakyat sejahtera bersatu protokol pengamanan titipan partai sukses sejarah baru undangan rute gagah bangga,positif,11,5,sarinesia3430
2024-10-12 21:16:35,sebelum,efisiensi anggaran agenda investasi harga pangan utang negara ragu periode hadir,netral,5,2,andinesia7785
2024-10-12 21:21:51,sebelum,apresiasi transisi solid purna tugas indonesia emas,positif,205,35,lukman_rl5904
2024-10-12 21:24:00,sebelum,dinasti politik sukses demokrasi hormat megah harap bersatu oligarki,positif,5,1,nisanesia
2024-10-12 21:27:44,sebelum,indonesia emas wibawa solo selamat kerja nyata rakyat sejahtera pamit salut jokowi optimis,positif,6,2,hesti_rl
2024-10-12 21:28:22,sebelum,susunan acara dijadwalkan rangkaian hadir laporan kabinet merah putih mantap bagi bagi kursi agenda kursi kekuasaan keterangan,netral,11,3,ayu5678
2024-10-12 21:45:15,sebelum,omong kosong protokol geladi tolak rakyat susah senayan susah ragu pasukan pengamanan kecewa berat kritik,negatif,1266,340,tono772396
2024-10-12 21:45:24,sebelum,periode menyampaikan panitia keterangan rute dijadwalkan rangkaian senayan protokol,netral,0,1,hesti_ind6621
2024-10-12 22:03:55,sebelum,estafet kepemimpinan solo transisi purna tugas khawatir muak tidak becus rangkaian kecewa,negatif,29,8,sintawati8059
2024-10-12 22:04:42,sebelum,berlangsung khawatir protokol resmi susunan acara dijadwalkan persiapan disiarkan konferensi pers dokumentasi dilantik,netral,1,2,kiranaku
2024-10-12 22:07:30,sebelum,berlangsung rupiah bohong daya beli muak basi defisit khawatir subsidi janji manis,negatif,26,6,putri20244422
2024-10-12 22:12:21,sebelum,siaran langsung resmi data nepotisme oligarki harap laporan,netral,4,2,ayu20247741
2024-10-12 22:23:24,sebelum,sejarah baru haru harap dukung biaya negara apresiasi rupiah defisit wibawa anggaran,positif,17,5,okinesia7502
2024-10-12 22:27:47,sebelum,program unggulan tidak becus bangga berani layanan kesehatan amanah sukses solid salut kerja nyata sejarah baru,positif,49,7,eko607
2024-10-12 22:31:14,sebelum,transisi sindir pendahulu janji kampanye warisan buang buang uang jokowi muak ragu elit,negatif,8,3,gilang_ind
2024-10-12 22:32:51,sebelum,batas usia percaya tamu negara putusan apresiasi kemunduran demokrasi selamat semangat,positif,108,12,laras_id
2024-10-12 22:49:38,sebelum,kerja nyata pamit apresiasi legowo solo damai,positif,15,4,ekonesia7303
2024-10-12 22:54:45,sebelum,batas usia megah cawe cawe doa hormat salut kemunduran demokrasi demokrasi patut ditiru,positif,0,1,lukman_jkt
2024-10-12 23:12:10,sebelum,data bohong khawatir omong kosong estafet kepemimpinan akhir jabatan korupsi susah solo mahal asal bapak senang kritik,negatif,36,10,lukman771204
2024-10-12 23:16:00,sebelum,panitia protes boros kesiapan pengamanan sidang paripurna buang buang uang ragu tidak becus muak,negatif,47,17,indra_real7556
2024-10-12 23:25:07,sebelum,mantap damai gagah berani megah bangga mpr panitia kesiapan optimis pasukan pengamanan haru,positif,0,1,yuda
2024-10-12 23:25:21,sebelum,pamit masa jabatan biaya negara siaran langsung rangkaian solo,netral,1,2,yuda1990146
2024-10-12 23:25:34,sebelum,omong kosong tidak becus estafet kepemimpinan korupsi purna tugas kritik buang buang uang pesimis susah solo warisan,negatif,6,3,umar_rl9632
2024-10-12 23:27:43,sebelum,delegasi basi utusan khusus gagal protokol kenegaraan undangan asing pelantikan susah elit khawatir pencitraan,negatif,136,53,yuda881456
2024-10-12 23:47:37,sebelum,jatah partai reshuffle menyampaikan berlangsung titipan partai periode kabinet merah putih anggaran tercatat,netral,15,3,zahra4913
2024-10-12 23:59:10,sebelum,elit menyampaikan makan bergizi gratis konferensi pers masa jabatan tercatat etika politik dinasti politik data,netral,33,9,detikindo
2024-10-13 00:07:33,sebelum,pengamanan bersatu geladi rekayasa lalu lintas harap percaya wibawa utang negara persiapan,positif,6,1,sari_jkt
2024-10-13 00:40:04,sebelum,asal bapak senang pencitraan kritik muak oligarki demokrasi,negatif,61,11,tono1361
2024-10-13 01:22:32,sebelum,estafet kepemimpinan pesimis buang buang uang kritik elit boros khawatir pamit kecewa berat,negatif,92,15,indra_real
2024-10-13 01:55:33,sebelum,amanah bersatu rakyat sejahtera kemunduran demokrasi damai indonesia emas legowo oligarki harap tegas pakaian adat dinasti politik putusan,positif,24,7,joko8342
2024-10-13 02:57:46,sebelum,lancar amanah pendahulu purna tugas warisan solid gagah,positif,7,2,nanda776456
2024-10-13 04:21:11,sebelum,khawatir biaya negara susah boros pemborosan kecewa efisiensi anggaran defisit program unggulan muak korupsi,negatif,10,5,sari1087
2024-10-13 04:34:10,sebelum,tegas rekayasa lalu lintas senayan lancar bersatu,positif,1,2,zahra772475
2024-10-13 05:07:08,sebelum,transisi muak purna tugas batas usia sepuluh tahun korupsi gagal akhir jabatan susah tidak becus ragu,negatif,105,25,laras303
2024-10-13 05:28:12,sebelum,senayan pakaian adat jadwal acara solid sukses legowo selamat hormat,positif,12,5,oki779340
2024-10-13 05:42:00,sebelum,defisit hormat sukses bersatu dukung rupiah investasi pemborosan,positif,9,5,arif88
2024-10-13 05:50:11,sebelum,korupsi pamit kecewa berat mahal sindir janji manis resmi pendahulu buang buang uang,negatif,6,3,raka_real
2024-10-13 06:20:38,sebelum,indonesia emas doa layanan kesehatan pengamanan megah rute kesiapan percaya wibawa,positif,6,2,dimas771988
2024-10-13 06:24:59,sebelum,megah doa pasukan pengamanan sukses gagah mantap rekayasa lalu lintas undangan rakyat sejahtera indonesia emas kesiapan tegas,positif,30,8,posid
2024-10-13 06:25:14,sebelum,swasembada pangan khawatir sindir sepuluh tahun disiarkan protes pamit,negatif,28,11,wahyu2024
2024-10-13 06:53:16,sebelum,kritik sindir boros akhir jabatan janji manis asal bapak senang susah pamit estafet kepemimpinan basi tolak,negatif,6,2,kirana24
2024-10-13 06:54:48,sebelum,susunan acara laporan warisan keterangan transisi solid akhir jabatan masa jabatan pamit,netral,329,84,jurnalid
2024-10-13 06:58:23,sebelum,haru protokol kenegaraan protes lancar hormat doa semangat damai rekayasa lalu lintas indonesia emas sejarah baru pasukan pengamanan,positif,4,3,arif19905866
2024-10-13 07:02:19,sebelum,protes warisan elit jokowi pencitraan harga pangan buang buang uang,negatif,13,3,oki
2024-10-13 07:03:05,sebelum,disiarkan jadwal acara hadir persiapan menurut laporan dijadwalkan agenda dokumentasi dilantik,netral,8,2,sari_rl8588
2024-10-13 07:07:47,sebelum,bohong sindir dinasti politik batas usia khawatir kecewa berat boros,negatif,82,21,bagasku7257
2024-10-13 07:12:15,sebelum,basi bagi bagi kursi kecewa ragu menteri wakil menteri khawatir postur kabinet asal bapak senang janji manis,negatif,14,3,dewiwati8460
2024-10-13 07:14:32,sebelum,investasi semangat rute optimis solid damai pasukan pengamanan rekayasa lalu lintas gagah,positif,2,0,eko_real
2024-10-13 07:18:03,sebelum,cawe cawe kritik susah korupsi putusan etika politik mahkamah konstitusi,negatif,165,39,harianindo
2024-10-13 07:32:38,sebelum,sejarah baru gagah geladi apresiasi dukung persiapan rute bersatu wibawa akhir jabatan,positif,35,7,budi884513
2024-10-13 07:34:00,sebelum,pasukan pengamanan bohong persiapan tolak kecewa rute elit panitia,negatif,17,5,ekowati1818
2024-10-13 07:37:36,sebelum,batas usia kecewa berat putusan hilirisasi boros mahal tolak buang buang uang etika politik rakyat susah bohong,negatif,5,2,putriku
2024-10-13 07:38:02,sebelum,kerja nyata kritik sindir pesimis protes efisiensi anggaran omong kosong rakyat susah utang negara biaya negara,negatif,25,4,jokoxyz8266
2024-10-13 07:40:34,sebelum,muak gagal realisasi program sindir seratus hari janji manis pencitraan rakyat susah boros,negatif,7,3,dimasnesia6975
2024-10-13 07:48:35,sebelum,lancar selamat asal bapak senang tegas patut ditiru rekayasa lalu lintas pasukan pengamanan rute apresiasi sidang paripurna dukung megah,positif,13,5,intanputra3252
2024-10-13 07:56:39,sebelum,koalisi kabinet merah putih agenda hadir rangkaian asal bapak senang dilantik kesiapan titipan partai menteri disiarkan data,netral,66,8,wartanusantara
2024-10-13 07:56:47,sebelum,dinasti politik mpr patut ditiru putusan gagah tegas sukses,positif,12,1,budi_rl968
2024-10-13 08:00:28,sebelum,seratus hari buang buang uang hilirisasi tolak pencitraan swasembada pangan,negatif,30,7,bagasputra
2024-10-13 08:05:20,sebelum,kecewa dinasti politik dukung sindir batas usia asal bapak senang,negatif,618,149,infonow
2024-10-13 08:12:38,sebelum,omong kosong ragu sepuluh tahun janji manis akhir jabatan pamit buang buang uang bohong pendahulu tolak kecewa berat asal bapak senang,negatif,18,5,lukman
2024-10-13 08:15:21,sebelum,rakyat susah salut legowo rute wibawa haru jadwal acara persiapan bersatu bangga mantap protokol,positif,10,4,umar88
2024-10-13 08:15:49,sebelum,megah berani pemborosan indonesia emas damai semangat solid optimis gagah efisiensi anggaran harga pangan utusan khusus,positif,26,3,dimasputra4872
2024-10-13 08:24:57,sebelum,optimis protokol kenegaraan gagah selamat wibawa bilateral diplomatik,positif,28,7,umar_rl
2024-10-13 08:32:54,sebelum,kemunduran demokrasi damai harap percaya tegas optimis batas usia patut ditiru muak hormat sukses,positif,21,7,intan_ind1109
2024-10-13 08:36:28,sebelum,warisan rakyat sejahtera dukung indonesia emas damai pendidikan gratis optimis estafet kepemimpinan patut ditiru,positif,71,18,sinta_jkt9899
2024-10-13 08:37:22,sebelum,pesimis bagi bagi kursi boros pencitraan postur kabinet titipan partai janji manis,negatif,409,79,galihnesia3885
2024-10-13 08:43:35,sebelum,periode kesiapan jadwal acara gladi bersih pasukan pengamanan dijadwalkan elit masa jabatan,netral,9,3,fitrixyz4874
2024-10-13 08:51:27,sebelum,mantap mahal sindir undangan tidak becus basi geladi rakyat susah gladi bersih omong kosong susah,negatif,14,6,bagasku895
2024-10-13 08:58:41,sebelum,indonesia emas diplomatik rakyat sejahtera percaya undangan asing solid megah semangat bangga,positif,20,6,laras_id
2024-10-13 09:01:35,sebelum,pesimis etika politik boros elit putusan kritik pencitraan demokrasi susah asal bapak senang mahkamah konstitusi janji manis,negatif,193,27,laraswati9171
2024-10-13 09:03:37,sebelum,salut bangga nepotisme putusan kemunduran demokrasi semangat demokrasi,positif,4,3,laras77
2024-10-13 09:11:52,sebelum,solo rangkaian dokumentasi periode menurut akhir jabatan transisi resmi sepuluh tahun,netral,287,54,detiknow
2024-10-13 09:12:19,sebelum,janji manis menteri elit basi bagi bagi kursi subsidi,negatif,58,17,zahra_real6977
2024-10-13 09:14:17,sebelum,investasi resmi agenda dilantik utang negara pemborosan berlangsung data hadir konferensi pers dokumentasi,netral,17,4,vinanesia6844
2024-10-13 09:15:34,sebelum,rakyat susah asal bapak senang kecewa berat warisan susah sepuluh tahun tolak mahal korupsi tidak becus,negatif,252,80,arif_id637
2024-10-13 09:15:59,sebelum,senayan sejarah baru dukung doa pasukan pengamanan panitia kerja nyata salut haru rakyat sejahtera pengamanan,positif,272,68,ayu_ind1913
2024-10-13 09:20:07,sebelum,bersatu warisan sepuluh tahun kerja nyata mantap transisi solo dukung sukses,positif,15,3,bayuputra8612
2024-10-13 09:27:21,sebelum,gladi bersih amanah persiapan bangga undangan selamat data wibawa solid sidang paripurna,positif,3,3,bagasxyz4095
2024-10-13 09:43:22,sebelum,periode tercatat akhir jabatan data resmi siaran langsung dijadwalkan kedaulatan energi estafet kepemimpinan,netral,4,2,jokowati
2024-10-13 09:45:03,sebelum,elit nepotisme oligarki kepala negara buang buang uang protes etika politik ragu,negatif,90,30,ayu3613
2024-10-13 09:54:09,sebelum,solid hormat harap rakyat sejahtera geladi gladi bersih gagah haru rekayasa lalu lintas lancar,positif,28,6,arifnesia2689
2024-10-13 09:56:59,sebelum,amanah patut ditiru salut defisit lancar pasukan pengamanan undangan berani selamat,positif,2,0,galih_id4912
2024-10-13 10:01:12,sebelum,harap pengamanan hormat percaya patut ditiru pasukan pengamanan persiapan kesiapan,positif,10,5,sarixyz
2024-10-13 10:07:58,sebelum,geladi susunan acara panitia konferensi pers tolak rute protokol menyampaikan,netral,1,3,tari_id3794
2024-10-13 10:24:23,sebelum,solid selamat persiapan rakyat sejahtera muak bangga percaya sidang paripurna rekayasa lalu lintas kesiapan kerja nyata,positif,15,6,citra19907597
2024-10-13 10:25:44,sebelum,berani indonesia emas bersatu mantap sejarah baru solid percaya pendahulu pamit megah,positif,10,1,rizky_real3049
2024-10-13 10:27:44,sebelum,subsidi beban fiskal dilantik perwakilan rangkaian daya beli masa jabatan investasi,netral,4,1,sari_id8092
2024-10-13 10:31:38,sebelum,susunan acara dijadwalkan menurut menyampaikan transisi rangkaian dokumentasi rute keterangan persiapan dilantik pasukan pengamanan,netral,21,6,yuda
2024-10-13 10:36:09,sebelum,khawatir kecewa berat pesimis protokol gladi bersih omong kosong tolak protes pengamanan,negatif,23,6,intan_real7261
2024-10-13 10:36:19,sebelum,keterangan batas usia susunan acara dinasti politik rangkaian resmi laporan berlangsung demokrasi oligarki menurut dokumentasi,netral,3,3,nanda20245851
2024-10-13 10:38:12,sebelum,dukung gagah undangan senayan selamat apresiasi percaya optimis rakyat sejahtera rekayasa lalu lintas solid,positif,8,2,andixyz9843
2024-10-13 10:39:29,sebelum,patut ditiru doa mahkamah konstitusi haru etika politik hormat bangga keterangan putusan,positif,3,1,sariku5279
2024-10-13 11:06:29,sebelum,kabinet gemuk bohong elit kabinet merah putih koalisi tolak korupsi jatah partai mahal gagal konferensi pers pencitraan,negatif,208,46,sintaputra
2024-10-13 11:26:23,sebelum,transisi akhir jabatan buang buang uang warisan kecewa berat pesimis,negatif,64,22,arif1990
2024-10-13 11:30:22,sebelum,seratus hari gagah pendidikan gratis amanah lancar layanan kesehatan kedaulatan energi rakyat sejahtera doa bangga sejarah baru,positif,22,7,jokoxyz
2024-10-13 11:45:01,sebelum,patut ditiru selamat kemunduran demokrasi gagah etika politik lancar susah wibawa optimis tegas demokrasi damai batas usia,positif,1,1,dimas20241949
2024-10-13 11:50:05,sebelum,omong kosong rakyat susah realisasi program oligarki asal bapak senang dinasti politik demokrasi,negatif,4,1,okiku
2024-10-13 11:58:31,sebelum,kerja nyata optimis bersatu persiapan geladi tegas salut mpr jadwal acara,positif,77,18,dewixyz7316
2024-10-13 12:00:03,sebelum,oligarki nepotisme cawe cawe keterangan dijadwalkan resmi susunan acara disiarkan tercatat rangkaian,netral,11,2,yudaku
2024-10-13 12:07:18,sebelum,pasukan pengamanan semangat dukung bersatu damai sukses panitia geladi,positif,8,3,andi_rl8163
2024-10-13 12:11:20,sebelum,nepotisme gagah bersatu etika politik batas usia sukses tegas lancar semangat selamat,positif,27,4,yuda
2024-10-13 12:31:03,sebelum,sejarah baru mantap dukung selamat tegas harap doa pengamanan apresiasi pasukan pengamanan,positif,1,1,bayu1990759
2024-10-13 12:32:48,sebelum,susunan acara agenda dilantik rekayasa lalu lintas pasukan pengamanan menyampaikan persiapan,netral,13,3,sintawati4043
2024-10-13 12:51:53,sebelum,resmi layanan kesehatan tercatat hilirisasi disiarkan,netral,4,2,hestiwati3353
2024-10-13 12:52:48,sebelum,sepuluh tahun apresiasi sukses salut tegas sejarah baru mantap berlangsung megah estafet kepemimpinan pamit rakyat sejahtera,positif,1836,380,lensanusantara
2024-10-13 13:00:16,sebelum,kecewa konferensi pers dijadwalkan estafet kepemimpinan warisan transisi siaran langsung,netral,11,3,putri_jkt
2024-10-13 13:01:05,sebelum,etika politik sindir tolak asal bapak senang tamu negara demokrasi kemunduran demokrasi mahkamah konstitusi protes,negatif,469,168,berita24jam
2024-10-13 13:25:37,sebelum,solid hormat akhir jabatan pendahulu transisi tegas mantap,positif,5,2,gilang_real3067
2024-10-13 13:27:44,sebelum,protokol persiapan omong kosong geladi buang buang uang kecewa,negatif,16,5,putrixyz
2024-10-13 13:41:56,sebelum,senayan semangat hormat apresiasi haru kesiapan dukung solid jadwal acara mpr bohong,positif,28,7,budixyz1347
2024-10-13 13:47:31,sebelum,etika politik pesimis demokrasi ragu asal bapak senang kritik korupsi tidak becus kabinet merah putih boros,negatif,433,136,suaranusantara
2024-10-13 13:47:54,sebelum,ragu dinasti politik asal bapak senang buang buang uang patut ditiru oligarki kritik kemunduran demokrasi susah sindir etika politik,negatif,2,0,wahyu3669
2024-10-13 13:49:11,sebelum,senayan janji manis khawatir tolak sindir persiapan protes kritik,negatif,110,37,intan_rl
2024-10-13 13:51:59,sebelum,keterangan pamit data tercatat hadir sepuluh tahun rangkaian,netral,43,8,oki19907333
2024-10-13 14:01:39,sebelum,oligarki khawatir mahkamah konstitusi pesimis asal bapak senang tidak becus cawe cawe kemunduran demokrasi kritik pencitraan bohong kecewa berat,negatif,14,4,indra19909002
2024-10-13 14:10:22,sebelum,rangkaian laporan sepuluh tahun masa jabatan pamit resmi berlangsung agenda estafet kepemimpinan dokumentasi,netral,40,11,galihku
2024-10-13 14:18:43,sebelum,pajak pemborosan protes subsidi pesimis ragu korupsi defisit,negatif,11,3,hesti_rl
2024-10-13 14:20:22,sebelum,demokrasi gagal kecewa basi khawatir protes data nepotisme elit kritik ragu,negatif,55,16,fitrinesia
2024-10-13 14:20:48,sebelum,sidang paripurna tidak becus senayan menyampaikan rute susunan acara persiapan agenda,netral,5,3,arif_id294
2024-10-13 14:29:22,sebelum,sidang paripurna senayan agenda berlangsung dijadwalkan pasukan pengamanan,netral,9,3,sinta_rl
2024-10-13 14:45:04,sebelum,warisan dukung kerja nyata basi dinasti politik apresiasi patut ditiru doa percaya demokrasi,positif,50,12,suara24jam
